First Reaction,Second Reaction,Second Reaction Author
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3000433"",""R-HSA-3000433"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993790"",""R-HSA-2993790"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3000433"",""R-HSA-3000433"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993769"",""R-HSA-2993769"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3000433"",""R-HSA-3000433"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993780"",""R-HSA-2993780"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3000434"",""R-HSA-3000434"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4085350"",""R-HSA-4085350"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3000434"",""R-HSA-3000434"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993790"",""R-HSA-2993790"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3000434"",""R-HSA-3000434"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993769"",""R-HSA-2993769"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3000434"",""R-HSA-3000434"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993780"",""R-HSA-2993780"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3000449"",""R-HSA-3000449"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4085350"",""R-HSA-4085350"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3000449"",""R-HSA-3000449"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993790"",""R-HSA-2993790"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3000449"",""R-HSA-3000449"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993769"",""R-HSA-2993769"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3000449"",""R-HSA-3000449"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993780"",""R-HSA-2993780"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3108203"",""R-HSA-3108203"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4085350"",""R-HSA-4085350"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3108203"",""R-HSA-3108203"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993790"",""R-HSA-2993790"")","May, B"
